Video,Date,View,Action,Frame,Time_Sec,Faults
260113_舉球_04_02_Y_30.mp4,260113,Y,站定準備,172,5.73458,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,185,6.167909,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,197,6.567902,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,207,6.901232,""
260113_舉球_04_02_Y_30.mp4,260113,Y,卡位(完成轉身等待接球),214,7.134563,""
260113_舉球_04_02_Y_30.mp4,260113,Y,蹲下(位於最低點),217,7.234562,""
260113_舉球_04_02_Y_30.mp4,260113,Y,手觸球(瞬間),225,7.501226,""
260113_舉球_04_02_Y_30.mp4,260113,Y,球離手(瞬間),226,7.534559,""
260113_舉球_04_02_Y_30.mp4,260113,Y,站定準備,300,10.024485,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,324,10.824477,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,333,11.124474,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,341,11.391138,""
260113_舉球_04_02_Y_30.mp4,260113,Y,卡位(完成轉身等待接球),341,11.391138,""
260113_舉球_04_02_Y_30.mp4,260113,Y,蹲下(位於最低點),345,11.52447,""
260113_舉球_04_02_Y_30.mp4,260113,Y,手觸球(瞬間),352,11.757801,""
260113_舉球_04_02_Y_30.mp4,260113,Y,球離手(瞬間),353,11.791134,""
260113_舉球_04_02_Y_30.mp4,260113,Y,站定準備,432,14.432633,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,455,15.199292,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,465,15.532622,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,476,15.899285,""
260113_舉球_04_02_Y_30.mp4,260113,Y,卡位(完成轉身等待接球),477,15.932618,"卡位移動補償"
260113_舉球_04_02_Y_30.mp4,260113,Y,蹲下(位於最低點),479,15.999284,""
260113_舉球_04_02_Y_30.mp4,260113,Y,手觸球(瞬間),484,16.165947,""
260113_舉球_04_02_Y_30.mp4,260113,Y,球離手(瞬間),486,16.232613,""
260113_舉球_04_02_Y_30.mp4,260113,Y,站定準備,568,18.959082,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,575,19.192413,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,588,19.625742,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,599,19.992405,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,607,20.259069,""
260113_舉球_04_02_Y_30.mp4,260113,Y,卡位(完成轉身等待接球),609,20.325735,""
260113_舉球_04_02_Y_30.mp4,260113,Y,蹲下(位於最低點),610,20.359066,"下蹲不足"
260113_舉球_04_02_Y_30.mp4,260113,Y,手觸球(瞬間),617,20.592397,""
260113_舉球_04_02_Y_30.mp4,260113,Y,球離手(瞬間),618,20.62573,""
260113_舉球_04_02_Y_30.mp4,260113,Y,站定準備,705,23.505041,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,710,23.671706,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,721,24.038369,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,726,24.205034,""
260113_舉球_04_02_Y_30.mp4,260113,Y,步伐腳跟著地,737,24.571697,""
260113_舉球_04_02_Y_30.mp4,260113,Y,卡位(完成轉身等待接球),738,24.605029,""
260113_舉球_04_02_Y_30.mp4,260113,Y,蹲下(位於最低點),740,24.671695,""
260113_舉球_04_02_Y_30.mp4,260113,Y,手觸球(瞬間),745,24.83836,""
